ID;ZONENUMBER;VRP_RU;ACCOUNTID;START_TIME;END_TIME;METHOD_;SAP_INITIATIONSOURCE;GPS;"(SUM((((CASE WHEN (0<BONUSPOINTSWRITEOFFSUM) THEN ((NVL(BONUSPOINTSWRITEOFFSUM,0))/100) ELSE ((NVL(BONUSPOINTSREFILLSUM,0))/100)"
1345875424;4013;К447ТВ797;102774;1775426340000;1775426700000;;parkomatika;;3.33
1345884262;0310;О208НУ797;8451464;1775444280000;1775444460000;;yandex;;6.67
1345906519;6086;М261УХ67;6727516;1775451840000;1775455440000;;androidMobileApp;;40
1345907488;4035;Н583ЕК797;6528480;1775451960000;1775455560000;;androidMobileApp;;40
1345912638;4071;М177ХВ77;2753641;1775452620000;1775456220000;;yandex;;40
1345894491;4058;Н192КТ21;4833472;1775449620000;1775457840000;bankCard;iosMobileApp;;91.33
1345906218;4035;О685РТ197;6861135;1775451780000;1775458200000;;iosMobileApp;;71.33
1345913849;4070;Р022НВ198;10346198;1775452740000;1775454540000;sbp;androidMobileApp;;20
1345882793;4293;К453УС702;10392978;1775441940000;1775442120000;;androidMobileApp;55.6882087,37.5466809;2
1345906756;4044;Х393УО799;1102917;1775451840000;1775452200000;;iosMobileApp;;3.33
1345873526;0403;У595КМ977;3081106;1775424720000;1775424780000;;iosMobileApp;55.763671259098,37.5936379965589;3.33
1345873700;40101;Т055ВУ790;102774;1775424840000;1775425980000;;parkomatika;;12
1345884652;4080;К863ВВ550;8082752;1775444700000;1775446260000;;androidMobileApp;55.679028,37.7793345;16.67
1345903280;4217;Е848УВ797;1257419;1775451360000;1775460540000;;iosMobileApp;55.7539109116141,37.7151561979024;202.67
1345907031;3108;Е681ТЕ62;10012253;1775451900000;1775455500000;bankCard;androidMobileApp;;125
1345880631;4067;Х839КМ797;11519478;1775435400000;1775435760000;;legalEntitiesExternalApi;;3.33
1345903766;60108;Р250ОМ797;8174776;1775451420000;1775451960000;;androidMobileApp;0,0;5.33
1345902232;60106;В493МК197;361928;1775451180000;1775451660000;;iosMobileApp;55.5699405045314,37.5837906957234;4.67
1345893606;4222;Р255АН799;726794;1775449380000;1775449800000;legalEntityAccount;androidMobileApp;;12
1345895642;0502;В398НН977;12060693;1775449920000;1775452140000;bankCard;iosMobileApp;;346.66
1345913913;4013;А580ЕА977;10747347;1775452740000;1775456340000;;iosMobileApp;;40
1345913795;4027;Р832ОМ177;5948075;1775452740000;1775452800000;;iosMobileApp;;0.67
1345875755;4032;У441СТ797;11895569;1775426700000;1775450040000;;androidMobileApp;55.628055,37.6509937;258.67
1345908952;0401;М971НА197;1165486;1775452140000;1775455740000;sms;sms;;450
1345911764;4037;С767КХ977;503991;1775452500000;1775456100000;legalEntityAccount;iosMobileApp;;40
1345905557;4037;Е088МК761;13008857;1775451720000;1775487600000;;androidMobileApp;;398.67
1345897697;4042;Р181ЕВ977;2754967;1775450340000;1775452440000;;iosMobileApp;55.7910857370566,37.7883663844122;22.67
1345893471;0503;А427АР550;482167;1775449320000;1775449560000;;androidMobileApp;;10
1345883009;0306;Т204УР790;3318721;1775442360000;1775442780000;legalEntityAccount;androidMobileApp;;40
1345884083;4057;К719УК797;15375623;1775444040000;1775478780000;;iosMobileApp;55.6455623499418,37.5439723970391;386
1345914283;0510;У931ЕЕ977;8468316;1775452800000;1775456400000;legalEntityAccount;iosMobileApp;;600
1345892225;0401;У355КК777;808396;1775448960000;1775450160000;;androidMobileApp;55.7320321,37.5708219;63.33
1345897373;4112;Р333СМ777;7914316;1775450280000;1775453880000;;iosMobileApp;55.7818893697097,37.5483518438919;92
1345897702;4057;А944ЕМ977;1971001;1775450340000;1775453940000;;androidMobileApp;55.6416327,37.5401843;40
1345870361;4056;А262АК977;1482598;1775422800000;1775423040000;sms;sms;;2
1345891153;0302;Т043ОО777;1644447;1775448600000;1775449920000;legalEntityAccount;iosMobileApp;;210
1345899176;4165;М131ТС799;12320721;1775450640000;1775452800000;bankCard;iosMobileApp;55.8413781191566,37.4855095590036;47.67
1345914215;0409;В129ВТ797;615797;1775452800000;1775454600000;;iosMobileApp;;225
1345902615;4027;Х598ОА799;558451;1775451300000;1775452200000;;androidMobileApp;55.7821187,37.7050321;9.33
1345910083;4081;С799ОО799;4455532;1775452260000;1775455860000;;iosMobileApp;;40
1345913774;0305;С172УВ777;842007;1775452740000;1775456340000;;androidMobileApp;;380
1345895046;4113;Н903КА799;14741858;1775449800000;1775453400000;legalEntityAccount;androidMobileApp;;160
1345895002;4219;О589МУ977;13455100;1775449740000;1775453340000;legalEntityAccount;androidMobileApp;55.6987973,37.6303297;69.67
1345887058;4264;У767ХУ777;3130985;1775446740000;1775447280000;sms;sms;;8
1345883402;4066;К752УХ797;28759859;1775443020000;1775455020000;;androidMobileApp;55.84665,37.5653267;133.34
1345889837;70025;Т701ЕС199;591868;1775448120000;1775448180000;;iosMobileApp;55.7467348877954,37.5550308761989;10
1345895759;4096;Т414ОА797;7496952;1775449920000;1775453520000;;iosMobileApp;55.8836709316661,37.5219717196941;40
1345881786;4028;Т062СА797;11519478;1775439060000;1775439360000;;legalEntitiesExternalApi;;2.67
1345884732;4017;У796ЕЕ977;383852;1775444820000;1775447460000;;iosMobileApp;;28.67
1345913257;0301;Т863ВО977;6557576;1775452680000;1775454480000;;androidMobileApp;;190
1345903907;42107;Т222НА199;13364124;1775451480000;1775452380000;legalEntityAccount;androidMobileApp;;36
1345914271;4083;А176ЕА550;2759306;1775452800000;1775491140000;;iosMobileApp;;426
1345912211;4042;Т505СА77;219538;1775452560000;1775456160000;;iosMobileApp;;40
1345891791;4222;У800УЕ750;3152497;1775448840000;1775449440000;;yandex;;9
1345893040;4077;Р418ВК977;2587796;1775449200000;1775449620000;legalEntityAccount;androidMobileApp;55.8194432,37.7233577;4
1345900865;4274;О480УТ190;5428594;1775450940000;1775472540000;sms;sms;;952.66
1345872817;31213;В734ОО790;10124759;1775424180000;1775427780000;;iosMobileApp;;50
1345900040;0409;К055ЕН977;5658094;1775450820000;1775451660000;;yandex;;43.33
1345883209;0301;О256КТ790;1247982;1775442720000;1775442960000;bankCard;androidMobileApp;;10
1345904631;4053;У967РХ31;9650925;1775451600000;1775455200000;;iosMobileApp;55.6077832339803,37.7188252605042;40
1345913892;4293;В738ТВ797;11308619;1775452740000;1775456340000;;iosMobileApp;;80
1345905808;4188;М139ЕХ777;2073189;1775451720000;1775455320000;;yandex;;125
1345889880;4035;Х483КА799;5975555;1775448120000;1775476680000;;iosMobileApp;55.6543533897167,37.556068787223;317.33
1345886058;0310;О098АА550;3239961;1775446080000;1775446440000;sms;sms;;16.67
1345904915;0306;В199ВН977;640242;1775451600000;1775457060000;legalEntityAccount;androidMobileApp;55.7673292,37.6349787;576.33
1345902801;4222;О666КЕ777;1778564;1775451300000;1775451360000;;androidMobileApp;;1
1345899698;44205;К809СС799;10046252;1775450760000;1775454360000;;androidMobileApp;0,0;50
1345908081;4028;В015НК77;3644392;1775452020000;1775480400000;;androidMobileApp;;315.33
1345906844;0407;К050НА790;9996592;1775451900000;1775455500000;sbp;iosMobileApp;;450
1345906363;3028;Р250ВТ977;6380416;1775451840000;1775452200000;;iosMobileApp;;3.33
1345875056;3208;Н468ОР750;5670646;1775425980000;1775427060000;;androidMobileApp;55.746039,37.6673507;17
1345891023;0306;К500МХ977;17834;1775448540000;1775448720000;legalEntityAccount;androidMobileApp;;13.34
1345902437;40100;У072МВ977;6791738;1775451240000;1775454840000;;androidMobileApp;55.8680033,37.5501417;40
1345879596;4096;К908УУ797;11252488;1775432580000;1775433420000;legalEntityAccount;iosMobileApp;55.89737423453,37.5424546274855;8.67
1345910975;4234;А225ХТ777;438498;1775452380000;1775452440000;;androidMobileApp;;1.33
1345895848;0401;О859ЕЕ777;2640856;1775449980000;1775450760000;sbp;androidMobileApp;;80
1345897030;6085;А073НТ977;7896045;1775450220000;1775450640000;;iosMobileApp;55.7451567147446,37.8695114516074;4
1345888420;4212;Т156ОК750;6970870;1775447460000;1775484300000;;androidMobileApp;;795.67
1345898016;0407;О702ТО29;9618754;1775450460000;1775450700000;;iosMobileApp;;10
1345912608;0401;С573УК97;742072;1775452560000;1775454360000;;androidMobileApp;;225
1345908026;4293;Х042ХК77;688434;1775452020000;1775452320000;;androidMobileApp;;5.33
1345900204;51202;К098СУ147;9492173;1775450820000;1775450940000;;androidMobileApp;55.8947143,37.4467779;0.67
1345887487;4053;В123ЕВ790;5251741;1775446980000;1775450580000;;iosMobileApp;55.5978560367221,37.7149591260137;40
1345886006;40242;В844МВ790;8847172;1775446020000;1775449620000;;androidMobileApp;56.0117452,37.8422989;50
1345902603;4037;Р018ЕА977;6269597;1775451300000;1775459220000;;iosMobileApp;55.7983873333333,37.4852485;88
1345888366;4026;О585НЕ797;1091721;1775447460000;1775454660000;;iosMobileApp;55.8084176951143,37.7298859844612;80
1345891820;0401;Т837МУ777;646813;1775448840000;1775451900000;;iosMobileApp;;183.33
1345907949;4035;М070ЕС58;2982351;1775452020000;1775452380000;;iosMobileApp;;3.33
1345904614;0301;О336НТ190;486594;1775451600000;1775462400000;sms;sms;;1140
1345873720;40101;К485МХ797;9633238;1775424900000;1775428500000;legalEntityAccount;androidMobileApp;;80
1345881521;4088;Р588КХ774;26039796;1775438160000;1775448540000;sbp;androidMobileApp;;230.66
1345873141;4069;С389КР774;10625758;1775424420000;1775424600000;;androidMobileApp;55.7360633,37.4819975;1.33
1345904441;4057;М261КК977;7956683;1775451540000;1775451780000;;androidMobileApp;55.6457592,37.5445268;2
1345912400;2108;У367МВ73;25683638;1775452560000;1775459760000;bankCard;androidMobileApp;;275
1345910506;4007;К305РЕ799;327183;1775452320000;1775488500000;;androidMobileApp;;402
1345912753;4027;Р022ХМ799;1746055;1775452620000;1775452800000;;androidMobileApp;;1.33
1345893094;3219;М074ЕК977;2323223;1775449200000;1775449920000;;androidMobileApp;55.7057878,37.6612245;11
1345877367;0406;Т954МВ777;15192183;1775428560000;1775431200000;;iosMobileApp;;143.33
1345914321;4037;Т243ТТ190;8543226;1775452800000;1775487600000;bankCard;iosMobileApp;;386.67
1345877928;40101;А881РК797;8104871;1775429400000;1775429580000;;parkomatika;;1.33
1345907041;0304;К930ОЕ53;9978141;1775451900000;1775452380000;;yandex;;44.33
1345911376;4025;К968НТ199;8316474;1775452440000;1775456040000;;androidMobileApp;;40
1345901832;0309;В599МУ977;5253256;1775451120000;1775451720000;;iosMobileApp;55.7275598617373,37.613269666663;33
1345879357;4055;Х514ЕВ797;6709301;1775432160000;1775432640000;;delimobil;;4.67
1345903965;4098;В412СК777;4267292;1775451480000;1775451540000;;iosMobileApp;;0.67
1345886760;60120;О948ХЕ777;1846348;1775446560000;1775490360000;;iosMobileApp;;486.67
1345903401;0407;А143МР77;15446037;1775451420000;1775455020000;;iosMobileApp;;437.5
1345906806;4035;А997УО797;795937;1775451840000;1775489220000;;iosMobileApp;;415.33
1345891261;0309;К970ТХ186;1476864;1775448660000;1775449020000;legalEntityAccount;androidMobileApp;55.744288,37.6344814;16.67
1345879684;0402;Х675МХ198;10051266;1775432820000;1775451540000;bankCard;iosMobileApp;55.7544980820809,37.5866805591993;1040
1345900188;4027;У969НР790;8364592;1775448900000;1775451480000;;yandex;;28
1345895246;4091;М192КА977;4482092;1775449800000;1775460060000;;androidMobileApp;55.8214279,37.7338059;114
1345903720;3019;С325ТУ125;11071970;1775451420000;1775451960000;sbp;iosMobileApp;;10.66
1345911859;0303;Т667ЕА77;9068951;1775452500000;1775456100000;;androidMobileApp;;380
1345887944;4031;А999ВХ190;3637189;1775447220000;1775486760000;;iosMobileApp;55.619844994901,37.6197208945178;439.33
1345905738;0405;Н872ЕР799;1859623;1775451720000;1775455320000;;androidMobileApp;;450
1345904294;3008;С388АУ550;4556593;1775451540000;1775451660000;;iosMobileApp;;0.67
1345884185;4012;О152ЕК32;29693490;1775444160000;1775473260000;;yandex;;323.33
1345884741;0305;М247ТО95;11801140;1775444880000;1775445480000;sbp;androidMobileApp;;60
1345884133;70005;А662ХМ799;22258159;1775444100000;1775446560000;;iosMobileApp;;366.67
1345886612;4293;Н004ХН197;3521345;1775446500000;1775447040000;;iosMobileApp;55.7067761081519,37.5777650323434;8
1345894827;4069;А281СН777;2175388;1775449680000;1775450460000;sbp;iosMobileApp;;16
1345871839;4063;Н953КК977;1843284;1775422800000;1775425980000;;iosMobileApp;55.8703467715762,37.471701071495;34.67
1345884753;4217;В451ЕМ977;5898496;1775444880000;1775446860000;;androidMobileApp;55.7514864,37.7056049;32
1345886938;70005;Х768НА977;8091669;1775446680000;1775449800000;legalEntityAccount;androidMobileApp;55.7765717,37.5828017;510
1345902715;4058;Т549УС750;4738798;1775451300000;1775459220000;sbp;iosMobileApp;;176
1345890049;4019;Н786НА977;11142655;1775448180000;1775461680000;sbp;iosMobileApp;;300
1345904620;4044;О766ХУ190;12050125;1775451606188;1775458926188;;androidMobileApp;55.7637796,37.7913578;162.66
1345888289;4250;Т145МК790;6179869;1775447400000;1775454600000;;iosMobileApp;55.7183789661535,37.7846814417872;136.67
1345881827;0411;Х247СВ124;10298038;1775439180000;1775440740000;bankCard;iosMobileApp;55.7459701970054,37.5627641010215;83.33
1345881222;6048;М754МК797;11519478;1775437320000;1775437500000;;legalEntitiesExternalApi;;1.33
1345913533;0301;К035НМ77;775089;1775451660000;1775452080000;;iosMobileApp;;44.33
1345892087;40107;М131СТ797;1901781;1775448900000;1775456100000;;iosMobileApp;55.77848435,37.4409294166667;80
1345891325;4028;В486ОО799;10309138;1775448660000;1775456640000;;iosMobileApp;55.7370229376842,37.7142302547985;88.67
1345882549;0306;Х400МУ18;29015536;1775441340000;1775442420000;;androidMobileApp;55.7782283,37.66246;56.67
1345911079;4113;С163ЕМ977;4021815;1775452380000;1775455980000;sms;sms;;125
1345887251;34208;М041МР190;2943796;1775446860000;1775448120000;;iosMobileApp;55.9159975240042,37.7500842502459;16.67
1345870406;0307;Е703ХС702;7661442;1775422800000;1775428200000;sbp;androidMobileApp;;593.34
1345894831;4222;У953ТТ790;5665095;1775449680000;1775449980000;;androidMobileApp;55.8100633,37.6366063;4
1345912437;60108;О034ХМ799;5537644;1775452560000;1775460060000;;yandex;;83.33
1345908043;0404;В856ММ99;4661820;1775452020000;1775452740000;sms;sms;;82.5
1345911830;8002;У104ВК550;4654783;1775452500000;1775456100000;sbp;androidMobileApp;;600
1345901640;3008;К574ХК799;7028190;1775451120000;1775485440000;;iosMobileApp;55.7355474478683,37.6985524024405;381.33
1345885388;4057;Р537ОА190;3298826;1775445480000;1775486220000;;androidMobileApp;55.6457549,37.5447135;452.67
1345872310;4293;У653ОА799;11519478;1775423880000;1775424540000;;legalEntitiesExternalApi;;10
1345897381;4061;К011ВВ977;6354285;1775450280000;1775451120000;;androidMobileApp;55.73503,37.4107433;8.67
1345894737;4016;В279ОР777;5348044;1775449680000;1775449740000;;iosMobileApp;55.7968918915564,37.6112203231551;0.67
1345885715;4028;К874НН197;1649218;1775445780000;1775452980000;;iosMobileApp;55.7309738635273,37.7378065323305;80
1345901571;4070;К445СУ797;6742695;1775451120000;1775454720000;;iosMobileApp;;40
1345899979;60125;Е387МХ977;5991642;1775450820000;1775451180000;;androidMobileApp;55.501316,37.5652885;3.33
1345888627;4031;Е070ЕХ790;7565022;1775447580000;1775496900000;;androidMobileApp;55.6199091,37.6199494;548
1345906802;31101;О300РС790;4407802;1775451840000;1775455440000;;iosMobileApp;;30
1345903047;4042;О237ЕН977;15827943;1775451360000;1775451540000;;androidMobileApp;55.7900617,37.7893809;1.33
1345896528;0305;К783ВО977;8578238;1775450100000;1775450700000;;androidMobileApp;55.7688742,37.6276317;30
1345903982;4035;Т194АР777;6725506;1775451480000;1775493480000;sbp;androidMobileApp;;933.34
1345911192;4042;Н637МО777;1821327;1775452440000;1775456040000;;iosMobileApp;;40
1345878658;0303;О425РЕ39;16230392;1775430660000;1775430900000;;androidMobileApp;55.7658997,37.5740961;10
1345870454;6048;Н411ВХ250;147741;1775422800000;1775425200000;;androidMobileApp;55.6881386,37.8537271;26
1345874948;0407;К815КР550;25030236;1775425920000;1775429520000;sbp;iosMobileApp;;400
1345913963;44202;У562АН250;8575000;1775452740000;1775456340000;;iosMobileApp;;50
1345885706;0412;Е981МС777;7716278;1775445780000;1775446140000;;androidMobileApp;55.7827602,37.579677;16.67
1345904272;3101;М247ХК777;444002;1775451540000;1775462520000;sbp;iosMobileApp;;862
1345886177;3105;А090КК977;9393615;1775446200000;1775447880000;;androidMobileApp;55.7873851,37.6297903;27
1345888301;4121;К452РН716;13018668;1775447400000;1775447640000;;yandex;;3
1345883412;40116;Р163МО797;6298696;1775443080000;1775476800000;bankCard;androidMobileApp;55.9487419,37.7705142;374.67
1345890606;4064;Е838ЕН977;3000615;1775448420000;1775485260000;;androidMobileApp;55.964631,37.4115302;409.33
1345908700;4094;Н352ТК797;8341736;1775452080000;1775452800000;;androidMobileApp;;7.33
1345893770;4074;Н535МК197;11901123;1775449440000;1775449680000;;androidMobileApp;;2
1345913086;0406;Х424ХМ797;2638704;1775452620000;1775456220000;;iosMobileApp;;450
1345880072;4115;У652УВ33;29022375;1775433780000;1775434440000;;androidMobileApp;55.7976811,37.5821515;10
1345883337;4026;О444ХМ750;7479905;1775442960000;1775445120000;;androidMobileApp;;23.33
1345872187;4161;М166НС199;1363491;1775423760000;1775431860000;;iosMobileApp;;134
1345872847;0309;У401МК977;192880;1775424180000;1775430000000;;iosMobileApp;55.7324029521127,37.6281057319648;323.33
1345899404;70005;У393КМ799;7932872;1775450700000;1775454300000;;androidMobileApp;;300
1345871577;4244;У935ММ05;12404931;1775423400000;1775424900000;;iosMobileApp;;24
1345891142;0411;У875ХР790;29486587;1775448600000;1775449680000;;iosMobileApp;55.7404609446056,37.5353187870697;56.67
1345877865;4272;К655РА799;6748385;1775429280000;1775451720000;;iosMobileApp;55.9659046965123,37.4066008296939;373.33
1345882485;0307;Р089МЕ977;6471688;1775441160000;1775441280000;;androidMobileApp;55.7585692,37.6325341;3.33
1345885835;4221;С721НР790;2556698;1775445900000;1775458800000;;iosMobileApp;;255
1345870875;3119;К908УУ797;11252488;1775422980000;1775423160000;sbp;iosMobileApp;;4
1345877736;4035;Е297ХР08;3731114;1775429100000;1775473920000;;yandex;;498
1345873850;4222;В823МА790;18593122;1775424960000;1775428560000;bankCard;androidMobileApp;55.811669,37.6300853;60
1345891332;4037;Т357ХО797;8126109;1775448660000;1775450460000;;androidMobileApp;55.7876545,37.4545238;19.33
1345883491;60120;Т974АЕ799;102774;1775443140000;1775444940000;;parkomatika;;20
1345885973;0303;Е085ЕР799;8104871;1775446020000;1775446620000;;parkomatika;;30
1345912083;3108;У697РТ777;926640;1775452500000;1775454300000;;androidMobileApp;;50
1345870955;4060;Т448ТА797;10852257;1775422980000;1775423220000;;iosMobileApp;55.630516404286,37.4824442169942;2
1345904134;0301;М133НЕ199;140254;1775451480000;1775455080000;bankCard;iosMobileApp;;374
1345900552;6048;Р852ОУ790;618137;1775450880000;1775454480000;;androidMobileApp;55.6841531343679,37.8554547907563;40
1345912402;4057;Р838ЕУ977;2719108;1775452560000;1775464500000;;iosMobileApp;;132.67
1345908078;4213;Е374ЕО799;3100472;1775452020000;1775455620000;;yandex;;80
1345880213;0409;Е849ОМ790;6664077;1775434200000;1775434560000;;yandex;;16.67
1345887713;60123;Н425МС199;1203583;1775447100000;1775448780000;;androidMobileApp;;18
1345894576;4214;О910НС32;5905697;1775449620000;1775458740000;sbp;androidMobileApp;;383.34
1345892389;4025;Х887ХМ777;566623;1775449020000;1775452080000;;iosMobileApp;55.787925585225,37.6620009262465;33.33
1345902785;4084;Н796ВТ977;3646189;1775451300000;1775459160000;;iosMobileApp;;87.33
1345904371;0309;М487МО797;14643965;1775451540000;1775451840000;sbp;androidMobileApp;;44.66
1345884894;4080;Е377АТ797;7937759;1775445060000;1775487600000;;iosMobileApp;55.6810904109348,37.7771296137346;472.67
1345899485;0303;А921УТ790;3209804;1775450700000;1775454300000;;iosMobileApp;55.7591368110539,37.5598132557668;335
1345905804;0314;Е772РУ797;703294;1775451720000;1775455320000;sbp;iosMobileApp;;380
1345905056;4077;К181НА977;6900254;1775451660000;1775455260000;;iosMobileApp;55.8193359710799,37.7017511800283;40
1345872208;3101;С102СО797;250662;1775422800000;1775424360000;;iosMobileApp;55.7385492010995,37.5849364104757;25
1345877435;4247;В173РК761;15153374;1775428620000;1775429040000;;yandex;;6
1345901164;4083;М491АН977;9760692;1775451000000;1775491200000;;iosMobileApp;55.6805582973831,37.6322395881585;446.67
1345913725;4217;К742КВ977;1477506;1775452740000;1775459940000;;androidMobileApp;;160
1345901086;3101;Е691УР777;2551916;1775451000000;1775457060000;;yandex;;212.5
1345897580;60123;О566УМ197;7986403;1775450340000;1775457540000;;androidMobileApp;55.5696548,37.4623926;80
1345905483;4221;Х296РЕ777;1846294;1775451720000;1775490600000;;androidMobileApp;;864
1345871116;40100;Р980ВН797;9532235;1775423100000;1775453460000;;androidMobileApp;55.8672190131558,37.558225817328;337.33
1345908147;0404;К854ВЕ799;8406913;1775452020000;1775453820000;;iosMobileApp;;225
1345898726;0306;Н783МХ977;7112520;1775450580000;1775452800000;legalEntityAccount;androidMobileApp;;354
1345880077;40116;Р101ОВ777;1441665;1775433780000;1775466420000;sbp;androidMobileApp;;725.34
1345884141;4055;ОУ40077;11384234;1775444100000;1775447160000;;androidMobileApp;55.5834183,37.5958786;33.33
1345872500;0307;К610МТ177;11706037;1775424000000;1775431200000;;yandex;;400
1345897976;4214;Н015ВУ797;9941963;1775450400000;1775451060000;;yandex;;10
1345894415;60123;Х428МО977;7588532;1775449560000;1775453160000;;androidMobileApp;55.5888222,37.4480713;40
1345903125;4044;А725ХМ799;4676492;1775451360000;1775484600000;sbp;androidMobileApp;;738.66
1345898488;4083;Н442РК790;6248067;1775450520000;1775464920000;bankCard;androidMobileApp;;160
1345882673;0306;Р414СВ199;1452311;1775441640000;1775444400000;;androidMobileApp;55.7780567920778,37.6627624217551;150
1345907525;3104;О872ОХ150;8381894;1775451960000;1775452080000;;androidMobileApp;;1.67
1345907573;4052;В177ХО797;1679463;1775451960000;1775452260000;;androidMobileApp;;2.67
1345914314;34208;У768АВ58;13712338;1775452800000;1775456400000;;iosMobileApp;;50
1345896603;34223;Р650ЕМ550;7657632;1775450160000;1775460000000;;iosMobileApp;55.9101457893732,37.7248345260403;136.67
1345879845;4065;К640КС122;8291838;1775433240000;1775464140000;sbp;iosMobileApp;;686.66
1345897316;4050;О379ЕО977;2533904;1775450280000;1775450460000;;iosMobileApp;;1.33
1345909289;4066;К722ЕХ977;2601737;1775452200000;1775462580000;;yandex;;115.33
1345907547;4027;В977УХ797;10662435;1775451960000;1775452620000;bankCard;iosMobileApp;;6.67
1345898897;3208;Т234ВК797;378282;1775450640000;1775473260000;bankCard;androidMobileApp;;497.33
1345912143;4059;А476ОЕ797;14166729;1775452560000;1775459760000;;androidMobileApp;;80
1345903644;70003;У506ОС799;1356448;1775451420000;1775455020000;bankCard;iosMobileApp;;580
1345870647;4063;В198ОК198;8717825;1775422860000;1775424180000;;iosMobileApp;55.8650905336915,37.4640616157414;14
1345873820;0303;В209МР77;7237692;1775424960000;1775428560000;;yandex;;200
1345885636;0411;Т414МТ190;1810419;1775445720000;1775449320000;sbp;iosMobileApp;;400
1345884308;0313;М004ОО702;4944576;1775444280000;1775445540000;bankCard;iosMobileApp;;66.67
1345912815;4035;Х847МТ777;77467;1775452620000;1775454480000;;iosMobileApp;;20.67
1345905174;4013;О882МХ977;8137226;1775451660000;1775455260000;;parkomatika;;40
1345894293;4016;Н521СК777;32284;1775449560000;1775485620000;;androidMobileApp;55.7956999,37.6033413;400.67
1345874784;0502;К908УУ797;11252488;1775425800000;1775427300000;legalEntityAccount;iosMobileApp;;160
1345872723;0407;У747НМ797;9286957;1775424120000;1775430000000;sbp;iosMobileApp;;653.34
1345871499;4072;А100КТ777;5786821;1775423340000;1775426940000;;androidMobileApp;55.9674088,37.402951;40
1345898317;0308;К373ТВ797;21427925;1775450520000;1775454120000;legalEntityAccount;iosMobileApp;55.7691483406861,37.6164675785704;326
1345911749;3008;У589ХС799;8797046;1775452500000;1775456100000;;iosMobileApp;;40
1345901907;3109;О703РВ77;1439766;1775451120000;1775451420000;legalEntityAccount;androidMobileApp;0,0;4
1345890798;4031;У430РМ57;8276676;1775448480000;1775451300000;;iosMobileApp;55.6101377399419,37.6031205600132;30.67
1345910166;4044;Р565КВ777;2204985;1775452260000;1775452680000;;iosMobileApp;;4
1345901126;4053;О747КВ799;2048232;1775451000000;1775451480000;;yandex;;4.67
1345894626;4236;К995СМ77;6369919;1775449680000;1775450280000;;androidMobileApp;55.7388217,37.4985433;9
1345893200;0401;Х454АС550;8911302;1775449260000;1775450220000;;yandex;;50
1345881365;4057;М701ВР797;1733977;1775437740000;1775438040000;;androidMobileApp;55.6444987,37.5428744;2.67
1345900860;4221;О994ХМ750;5027499;1775450940000;1775451600000;legalEntityAccount;androidMobileApp;55.8174833,37.5957775;10
1345884411;0316;М247ТО95;11801140;1775444400000;1775444880000;sbp;androidMobileApp;;46.66
1345909384;3019;У226КР797;410596;1775452200000;1775491140000;;iosMobileApp;;432.67
1345913019;3104;В711МН977;15718786;1775452620000;1775456220000;;androidMobileApp;;125
1345895933;36201;К219ХВ790;3534277;1775449980000;1775457360000;;iosMobileApp;55.6778169656691,37.2703455202629;102.5
1345911812;0309;Х806ВА977;2414684;1775452500000;1775452620000;legalEntityAccount;iosMobileApp;;6.33
1345912678;8164;К232ТР797;1544170;1775452620000;1775467320000;sbp;iosMobileApp;;587.5
1345900948;4044;О625СТ197;1871372;1775451000000;1775451120000;;androidMobileApp;;0.67
1345893672;4035;О854АС977;6678887;1775449380000;1775452980000;;androidMobileApp;55.663894,37.549525;40
1345899395;4091;Х458УТ43;4830146;1775450700000;1775457900000;;iosMobileApp;;80
1345886631;3101;Т792РТ797;626131;1775446500000;1775446800000;;androidMobileApp;55.7406025,37.580849;4
1345899877;4023;О309ЕУ977;8868778;1775450820000;1775451600000;bankCard;iosMobileApp;;8
1345897510;4065;Р489НР190;8228643;1775450340000;1775450460000;;androidMobileApp;55.8432757,37.4981459;0.67
1345896552;4247;У542НА790;16152229;1775450100000;1775451840000;sms;androidMobileApp;;58
1345888722;4121;Р089ОМ77;657345;1775447640000;1775448000000;;androidMobileApp;55.9643699,37.4013199;5
1345871685;4247;М464КР550;10331723;1775423460000;1775424120000;;androidMobileApp;55.6517887,37.7419414;10
1345905481;36201;Т142ХУ797;676419;1775451720000;1775460300000;;iosMobileApp;;119.17
1345900105;0405;О665КК977;1766625;1775450820000;1775454420000;sbp;iosMobileApp;;791.66
1345879413;40109;О923ОС716;10731503;1775432280000;1775432460000;;iosMobileApp;55.6883515460984,37.5327066782006;1.33
1345899489;4236;Т680УЕ799;4011107;1775450700000;1775452140000;;iosMobileApp;55.7511003336349,37.5014070510328;25.67
1345889005;0301;А209КТ977;26550955;1775447760000;1775451360000;sbp;androidMobileApp;;400
1345874385;6086;М110РУ95;10181677;1775425440000;1775455200000;;iosMobileApp;55.6257279876118,37.3097140710635;330.67
1345906759;4288;Н400НМ790;7265357;1775451840000;1775452740000;;androidMobileApp;;18.67
1345884607;70005;Р359НМ97;2384186;1775444700000;1775447400000;;androidMobileApp;55.7750273,37.5852751;440
1345887139;4031;М118РТ799;63057;1775446800000;1775448840000;;androidMobileApp;55.6149357,37.610811;22
1345871748;4264;Е537РН197;8803617;1775423460000;1775423820000;;yandex;;5
1345901049;4082;Т439АС977;3341903;1775451000000;1775485020000;;androidMobileApp;55.6534751,37.6447837;378
